,model,conclusion_type,yes_prob,prompt,premise_1,premise_2,premise_3,conclusion
327,gpt2-xl,specific,0.09958379715681076,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and squirrels have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,squirrel,,horse
328,gpt2-xl,specific,0.1063820943236351,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and dolphins have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,dolphin,,horse
329,gpt2-xl,specific,0.09648504108190536,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,seal,,horse
330,gpt2-xl,specific,0.0991424024105072,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,elephant,,horse
331,gpt2-xl,specific,0.106841079890728,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,rhino,,horse
332,gpt2-xl,specific,0.1231207326054573,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and gorillas have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,gorilla,,horse
333,gpt2-xl,specific,0.12473756074905396,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and mice have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,mouse,,horse
334,gpt2-xl,specific,0.1275598406791687,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and squirrels have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,squirrel,,horse
335,gpt2-xl,specific,0.1333635151386261,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and dolphins have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,dolphin,,horse
336,gpt2-xl,specific,0.12657974660396576,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,seal,,horse
337,gpt2-xl,specific,0.12667740881443024,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,elephant,,horse
338,gpt2-xl,specific,0.13283054530620575,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,rhino,,horse
339,gpt2-xl,specific,0.1048484668135643,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and mice have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,mouse,,horse
340,gpt2-xl,specific,0.1054154485464096,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and squirrels have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,squirrel,,horse
341,gpt2-xl,specific,0.10976874828338623,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and dolphins have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,dolphin,,horse
342,gpt2-xl,specific,0.09926077723503113,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,seal,,horse
343,gpt2-xl,specific,0.10552424192428589,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,elephant,,horse
344,gpt2-xl,specific,0.11283235251903534,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,rhino,,horse
345,gpt2-xl,specific,0.12020140141248703,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice and squirrels have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",mouse,squirrel,,horse
346,gpt2-xl,specific,0.11799036711454391,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice and dolphins have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",mouse,dolphin,,horse
347,gpt2-xl,specific,0.11633627116680145,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",mouse,seal,,horse
348,gpt2-xl,specific,0.11016713082790375,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",mouse,elephant,,horse
349,gpt2-xl,specific,0.11716333776712418,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",mouse,rhino,,horse
350,gpt2-xl,specific,0.11563277989625931,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels and dolphins have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",squirrel,dolphin,,horse
351,gpt2-xl,specific,0.11232728511095047,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",squirrel,seal,,horse
352,gpt2-xl,specific,0.1082317978143692,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",squirrel,elephant,,horse
353,gpt2-xl,specific,0.11368627101182938,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",squirrel,rhino,,horse
354,gpt2-xl,specific,0.1277124285697937,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that dolphins and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",dolphin,seal,,horse
355,gpt2-xl,specific,0.12320704013109207,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that dolphins and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",dolphin,elephant,,horse
356,gpt2-xl,specific,0.12470481544733047,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that dolphins and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",dolphin,rhino,,horse
357,gpt2-xl,specific,0.11993691325187683,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that seals and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",seal,elephant,,horse
358,gpt2-xl,specific,0.1290706843137741,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that seals and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",seal,rhino,,horse
359,gpt2-xl,specific,0.11652056127786636,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that elephants and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",elephant,rhino,,horse
360,gpt2-xl,general,0.10204556584358215,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, cows and mice have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,cow,mouse,all mammals
361,gpt2-xl,general,0.11387652903795242,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, cows and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,cow,seal,all mammals
362,gpt2-xl,general,0.11547205597162247,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, cows and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,cow,rhino,all mammals
363,gpt2-xl,general,0.11453274637460709,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, chimps and squirrels have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,chimp,squirrel,all mammals
364,gpt2-xl,general,0.11672832071781158,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, chimps and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,chimp,seal,all mammals
365,gpt2-xl,general,0.1085890457034111,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, gorillas and squirrels have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,gorilla,squirrel,all mammals
366,gpt2-xl,general,0.11067791283130646,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, gorillas and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,gorilla,dolphin,all mammals
367,gpt2-xl,general,0.10927116125822067,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, mice and squirrels have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,mouse,squirrel,all mammals
368,gpt2-xl,general,0.11483969539403915,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, mice and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,mouse,seal,all mammals
369,gpt2-xl,general,0.11334921419620514,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, mice and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,mouse,rhino,all mammals
370,gpt2-xl,general,0.11307859420776367,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, squirrels and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,squirrel,seal,all mammals
371,gpt2-xl,general,0.10504689067602158,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, squirrels and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,squirrel,elephant,all mammals
372,gpt2-xl,general,0.11970438063144684,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, dolphins and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,dolphin,seal,all mammals
373,gpt2-xl,general,0.11120622605085373,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, dolphins and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,dolphin,elephant,all mammals
374,gpt2-xl,general,0.09299773722887039,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, chimps and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,chimp,dolphin,all mammals
375,gpt2-xl,general,0.09365051984786987,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, chimps and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,chimp,seal,all mammals
376,gpt2-xl,general,0.08886901289224625,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, chimps and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,chimp,elephant,all mammals
377,gpt2-xl,general,0.0887889564037323,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, mice and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,mouse,seal,all mammals
378,gpt2-xl,general,0.09217117726802826,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, mice and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,mouse,rhino,all mammals
379,gpt2-xl,general,0.08664707839488983,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, squirrels and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,squirrel,dolphin,all mammals
380,gpt2-xl,general,0.09206944704055786,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, squirrels and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,squirrel,rhino,all mammals
381,gpt2-xl,general,0.08822578936815262,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, dolphins and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,dolphin,elephant,all mammals
382,gpt2-xl,general,0.09783035516738892,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, dolphins and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,dolphin,rhino,all mammals
383,gpt2-xl,general,0.08618186414241791,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, seals and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,seal,elephant,all mammals
384,gpt2-xl,general,0.09501846879720688,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, elephants and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,elephant,rhino,all mammals
385,gpt2-xl,general,0.1136706992983818,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, gorillas and squirrels have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,gorilla,squirrel,all mammals
386,gpt2-xl,general,0.1191759929060936,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, gorillas and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,gorilla,dolphin,all mammals
387,gpt2-xl,general,0.12107444554567337,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, gorillas and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,gorilla,seal,all mammals
388,gpt2-xl,general,0.114972323179245,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, squirrels and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,squirrel,dolphin,all mammals
389,gpt2-xl,general,0.10892018675804138,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, squirrels and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,squirrel,elephant,all mammals
390,gpt2-xl,general,0.11841561645269394,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, squirrels and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,squirrel,rhino,all mammals
391,gpt2-xl,general,0.11231948435306549,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, dolphins and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,dolphin,elephant,all mammals
392,gpt2-xl,general,0.10412082076072693,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, mice and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,mouse,seal,all mammals
393,gpt2-xl,general,0.09873506426811218,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, mice and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,mouse,elephant,all mammals
394,gpt2-xl,general,0.10370983928442001,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, squirrels and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,squirrel,dolphin,all mammals
395,gpt2-xl,general,0.1016479954123497,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, seals and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,seal,elephant,all mammals
396,gpt2-xl,general,0.11234544217586517,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, elephants and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,elephant,rhino,all mammals
397,gpt2-xl,general,0.10594215244054794,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, squirrels and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,squirrel,seal,all mammals
398,gpt2-xl,general,0.1081264466047287,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, dolphins and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,dolphin,seal,all mammals
399,gpt2-xl,general,0.10087335109710693,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, seals and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,seal,elephant,all mammals
400,gpt2-xl,general,0.11320394277572632,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, seals and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,seal,rhino,all mammals
401,gpt2-xl,general,0.10194814205169678,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, elephants and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,elephant,rhino,all mammals
402,gpt2-xl,general,0.10596083849668503,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels, dolphins and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",squirrel,dolphin,seal,all mammals
403,gpt2-xl,general,0.10552652925252914,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels, dolphins and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",squirrel,dolphin,rhino,all mammals
404,gpt2-xl,general,0.10865972936153412,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels, seals and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",squirrel,seal,rhino,all mammals
